Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015,Rate_per_10000_population,Rate_ratio_NZ_average_rate,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
585307,Kaniere,1,510,20,0.4,276,Hokitika,Minor ,57,Westland District,12,West Coast 
563802,Opiki,1,530,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,42,Horowhenua District,8,Manawatu-Wanganui 
558200,Marybank-Gordon Park,1,530,19,0.4,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
535000,Waharoa,1,530,19,0.4,501,Rural Centre,Rural,15,Matamata-Piako District,3,Waikato 
601602,Waitati,1,540,19,0.4,501,Rural Centre,Rural,71,Dunedin City,14,Otago 
527600,Ohaupo,1,540,19,0.4,6,Hamilton Zone,Main ,17,Waipa District,3,Waikato 
585318,Hokitika Valley,1,550,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,57,Westland District,12,West Coast 
536400,Island View-Pios Beach,1,560,18,0.3,501,Rural Centre,Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
532601,Raurimu,1,560,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,36,Ruapehu District,8,Manawatu-Wanganui 
609700,Edendale Community,1,570,18,0.3,501,Rural Centre,Rural,73,Southland District,15,Southland 
565400,Pencarrow,1,570,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,46,Lower Hutt City,9,Wellington 
586126,Woodend Beach,1,580,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,59,Waimakariri District,13,Canterbury 
584940,Haupiri,1,590,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,56,Grey District,12,West Coast 
521116,Buckland,1,590,17,0.3,101,Pukekohe,Secondary ,76,Auckland,2,Auckland 
551120,Okato,1,600,17,0.3,501,Rural Centre,Rural,33,New Plymouth District,7,Taranaki 
566610,Akatarawa,1,610,16,0.3,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
545911,Tutira,1,610,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,30,Hastings District,6,Hawke's Bay 
521202,Whangapouri Creek,1,610,16,0.3,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
561000,Rongotea,1,620,16,0.3,501,Rural Centre,Rural,39,Manawatu District,8,Manawatu-Wanganui 
586127,Coldstream,1,620,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,59,Waimakariri District,13,Canterbury 
506648,Helensville South,1,620,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
538731,Owhata South,1,630,16,0.3,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
521112,Eden Road-Hill Top,1,630,16,0.3,101,Pukekohe,Secondary ,76,Auckland,2,Auckland 
527931,Pukerimu,1,650,15,0.3,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
598202,Otipua Creek-Washdyke Flat,1,660,15,0.3,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
581842,Lake Rotoroa,1,660,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
557800,Bastia Hill,1,670,15,0.3,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
585805,Sefton,1,680,15,0.3,501,Rural Centre,Rural,59,Waimakariri District,13,Canterbury 
545812,Eskdale,1,690,14,0.3,12,Napier Zone,Main ,30,Hastings District,6,Hawke's Bay 
541344,Broadlands,1,690,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
610090,Wallacetown,1,700,14,0.3,501,Rural Centre,Rural,73,Southland District,15,Southland 
587905,Taitapu,1,710,14,0.3,501,Rural Centre,Rural,62,Selwyn District,13,Canterbury 
610010,Charlton,1,710,14,0.3,301,Gore,Minor ,74,Gore District,15,Southland 
584405,Orowaiti,1,710,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,55,Buller District,12,West Coast 
502004,Abbey Caves,1,710,14,0.3,1,Whangarei,Main ,2,Whangarei District,1,Northland 
577101,Seatoun Tunnel West,1,720,14,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
545204,Ruakituri-Morere,1,720,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,29,Wairoa District,6,Hawke's Bay 
609914,Mill Road-Woodend,1,730,14,0.3,24,Invercargill,Main ,75,Invercargill City,15,Southland 
575500,Mitchelltown,1,730,14,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
581717,Aniseed Hill,1,740,14,0.3,21,Nelson,Main ,51,Tasman District,16,Tasman 
553002,Douglas,1,740,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,34,Stratford District,7,Taranaki 
535100,Tirau,1,740,14,0.3,501,Rural Centre,Rural,19,South Waikato District,3,Waikato 
554111,Ohawe Beach,1,740,14,0.3,105,Hawera,Secondary ,35,South Taranaki District,7,Taranaki 
527810,Peacocke,1,740,14,0.3,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
545302,Whakaki,1,740,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,29,Wairoa District,6,Hawke's Bay 
609033,Frankton East,1,770,13,0.2,502,Rural (Incl.some Off Shore Islands),Rural,70,Queenstown-Lakes District,14,Otago 
533602,Pauanui Beach,1,770,13,0.2,501,Rural Centre,Rural,11,Thames-Coromandel District,3,Waikato 
574703,Northland North,1,780,13,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
536641,Ohauiti-Ngapeke,1,780,13,0.2,9,Tauranga,Main ,22,Western Bay of Plenty District,4,Bay of Plenty 
604710,St Leonards-Blanket Bay,1,810,12,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
554115,Hawera West,1,810,12,0.2,105,Hawera,Secondary ,35,South Taranaki District,7,Taranaki 
521136,Kaiaua,1,810,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,12,Hauraki District,3,Waikato 
527916,Horotiu,1,820,12,0.2,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
532700,Otangiwai-Heao,1,840,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,36,Ruapehu District,8,Manawatu-Wanganui 
610250,South Gore,1,860,12,0.2,301,Gore,Minor ,74,Gore District,15,Southland 
610074,Greenhills,1,860,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,75,Invercargill City,15,Southland 
560301,Stoney Creek,1,860,12,0.2,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
586304,Southbrook,1,860,12,0.2,116,Rangiora,Secondary ,59,Waimakariri District,13,Canterbury 
528000,Rotongata,1,860,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,17,Waipa District,3,Waikato 
604222,Corstorphine East,1,870,11,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
564013,Kohitere,1,880,11,0.2,107,Levin,Secondary ,42,Horowhenua District,8,Manawatu-Wanganui 
551023,Fernleigh,1,890,11,0.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
533604,Te Puru-Thornton Bay,1,890,11,0.2,501,Rural Centre,Rural,11,Thames-Coromandel District,3,Waikato 
523818,Redoubt East,1,940,11,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
609303,Arthurs Point,1,950,11,0.2,117,Queenstown,Secondary ,70,Queenstown-Lakes District,14,Otago 
521117,Buckland South,1,950,11,0.2,101,Pukekohe,Secondary ,13,Waikato District,3,Waikato 
545762,Longlands South,1,960,10,0.2,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
