Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015,Rate_per_10000_population,Rate_ratio_NZ_average_rate,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
531304,Otorohanga Rural East,9,4240,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,18,Otorohanga District,3,Waikato 
604500,St Clair,9,4390,21,0.4,23,Dunedin,Main ,71,Dunedin City,14,Otago 
587702,Wigram,9,4620,19,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
536620,Minden,9,4750,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
600410,Waihao,9,4760,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,66,Waimate District,13,Canterbury 
515100,Westmere,9,5660,16,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
508806,North Harbour West,9,5820,15,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
523300,Beachlands-Maraetai,9,7450,12,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
527009,Huntington,9,8630,10,0.2,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
602800,Harbourside,8,30,2667,51.0,23,Dunedin,Main ,71,Dunedin City,14,Otago 
535380,Amisfield,8,160,500,9.6,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
540300,Ohinemutu,8,300,267,5.1,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
612801,Riverton East,8,460,174,3.3,299,Riverton,Minor ,73,Southland District,15,Southland 
527222,Meremere,8,500,160,3.1,501,Rural Centre,Rural,13,Waikato District,3,Waikato 
600200,Fairlie,8,730,110,2.1,501,Rural Centre,Rural,65,Mackenzie District,13,Canterbury 
540900,Mangakino,8,780,103,2.0,501,Rural Centre,Rural,21,Taupo District,3,Waikato 
583600,Nayland,8,880,91,1.7,21,Nelson,Main ,52,Nelson City,17,Nelson 
581850,Riwaka,8,910,88,1.7,501,Rural Centre,Rural,51,Tasman District,16,Tasman 
506645,Parakai Urban,8,1120,71,1.4,501,Rural Centre,Rural,76,Auckland,2,Auckland 
563500,Shannon,8,1310,61,1.2,261,Shannon,Minor ,42,Horowhenua District,8,Manawatu-Wanganui 
553200,Opunake,8,1390,58,1.1,250,Opunake,Minor ,35,South Taranaki District,7,Taranaki 
550500,Woodville,8,1440,56,1.1,246,Woodville,Minor ,41,Tararua District,8,Manawatu-Wanganui 
586408,Kaiapoi North West,8,1460,55,1.0,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
523813,Ardmore,8,1470,54,1.0,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
548810,Anderson Park,8,1540,52,1.0,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
610400,Mataura,8,1570,51,1.0,301,Gore,Minor ,74,Gore District,15,Southland 
571200,Cannons Creek South,8,1630,49,0.9,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
558900,Bulls,8,1630,49,0.9,257,Bulls,Minor ,38,Rangitikei District,8,Manawatu-Wanganui 
539800,Pomare,8,1700,47,0.9,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
589500,Deans Bush,8,1750,46,0.9,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
542200,Edgecumbe,8,1750,46,0.9,238,Edgecumbe,Minor ,25,Whakatane District,4,Bay of Plenty 
583201,Toi Toi,8,1810,44,0.8,21,Nelson,Main ,52,Nelson City,17,Nelson 
505300,Wellsford,8,1900,42,0.8,210,Wellsford,Minor ,76,Auckland,2,Auckland 
500208,Motutangi-Kareponia,8,1910,42,0.8,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
578000,Pahiatua,8,2480,32,0.6,263,Pahiatua,Minor ,41,Tararua District,8,Manawatu-Wanganui 
586303,Rangiora East,8,2670,30,0.6,116,Rangiora,Secondary ,59,Waimakariri District,13,Canterbury 
547002,Tamatea South,8,2690,30,0.6,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
500402,Mangapa-Matauri Bay,8,2740,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
527210,Waerenga,8,2770,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
525201,Clevedon,8,2780,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
511301,New Lynn North,8,2940,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
568502,Epuni East,8,2990,27,0.5,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
513212,Starling Park,8,3040,26,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
560740,Feilding East,8,3060,26,0.5,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
590702,Riccarton West,8,3210,25,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
512201,Matipo,8,3290,24,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
595900,South Brighton,8,3340,24,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
588200,Styx Mill,8,3350,24,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
579803,Kahutara,8,3350,24,0.5,502,Rural (Incl.some Off Shore Islands),Rural,50,South Wairarapa District,9,Wellington 
524001,Ambury,8,3500,23,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
505909,Wade Heads,8,3570,22,0.4,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
572500,Tawa South,8,3730,21,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
521301,Drury,8,3870,21,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
595400,Somerfield,8,3890,21,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
501809,Wharekohe-Oakleigh,8,3890,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
510401,Kauri Park,8,4190,19,0.4,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
511800,Sunnyvale,8,4480,18,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
510500,Birkenhead East,8,4570,18,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
511402,Rewarewa,8,4800,17,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
507102,Oaktree,8,4980,16,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
512300,Te Atatu Central,8,5250,15,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
592300,Rutland,8,5360,15,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
524302,Aorere,8,5990,13,0.3,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
523814,Totara Heights,8,6340,13,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
508020,Hauraki,8,6350,13,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
503900,Port-Limeburners,7,50,1400,26.8,1,Whangarei,Main ,2,Whangarei District,1,Northland 
556000,Balgownie,7,240,292,5.6,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
506001,Weiti River,7,510,137,2.6,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
541312,Wairakei-Aratiatia,7,630,111,2.1,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
543302,Ruatoria,7,830,84,1.6,501,Rural Centre,Rural,28,Gisborne District,5,Gisborne 
545710,Twyford,7,1080,65,1.2,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
555900,Mosston,7,1120,62,1.2,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
532901,Tarrangower,7,1190,59,1.1,220,Taumarunui,Minor ,36,Ruapehu District,8,Manawatu-Wanganui 
598800,Waimataitai,7,1290,54,1.0,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
505022,Mangawhai Heads,7,1300,54,1.0,303,Mangawhai Heads,Minor ,3,Kaipara District,1,Northland 
610220,East Gore,7,1500,47,0.9,301,Gore,Minor ,74,Gore District,15,Southland 
557600,Wembley Park,7,1620,43,0.8,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
599200,Glenwood,7,1820,38,0.7,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
597600,Methven,7,1830,38,0.7,308,Methven,Minor ,63,Ashburton District,13,Canterbury 
570500,Onepoto,7,1860,38,0.7,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
605400,St Kilda West,7,1910,37,0.7,23,Dunedin,Main ,71,Dunedin City,14,Otago 
612740,Fairfax,7,1970,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
551900,Kawaroa,7,1990,35,0.7,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
562320,Cloverlea,7,2060,34,0.6,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
534100,Waihi Beach,7,2070,34,0.6,227,Waihi Beach,Minor ,22,Western Bay of Plenty District,4,Bay of Plenty 
592820,Travis,7,2100,33,0.6,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
557500,Williams Domain,7,2150,33,0.6,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
538742,Owhata East,7,2200,32,0.6,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
590604,Styx,7,2270,31,0.6,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
550700,Okoki-Okau,7,2280,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural,33,New Plymouth District,7,Taranaki 
521152,Glenbrook,7,2290,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
521803,Otahuhu East,7,2320,30,0.6,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
524121,Arahanga,7,2440,29,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
601020,Orana Park,7,2530,28,0.5,114,Oamaru,Secondary ,68,Waitaki District,14,Otago 
577302,Miramar,7,2530,28,0.5,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
592900,Avondale,7,2590,27,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
605800,Green Island,7,2740,26,0.5,23,Dunedin,Main ,71,Dunedin City,14,Otago 
505907,Stanmore Bay West,7,2790,25,0.5,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
566620,Emerald Hill,7,2890,24,0.5,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
552300,Merrilands,7,3010,23,0.4,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
611500,Newfield-Rockdale,7,3020,23,0.4,24,Invercargill,Main ,75,Invercargill City,15,Southland 
589400,Fendalton,7,3100,23,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
589700,Westburn,7,3190,22,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
588600,Harewood,7,3460,20,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
562922,Awapuni South,7,3500,20,0.4,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
521501,Mellons Bay,7,3550,20,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
547400,Pirimai,7,3570,20,0.4,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
529503,Fairview Downs,7,3640,19,0.4,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
522820,Sunnyhills,7,3690,19,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
577200,Miramar South,7,3760,19,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
516101,Remuera West,7,3780,19,0.4,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
527504,Leamington West,7,3820,18,0.4,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
526701,Onewhero,7,4180,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
572701,Linden,7,4190,17,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
534604,Waihou-Walton,7,4210,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,15,Matamata-Piako District,3,Waikato 
505904,Army Bay,7,4360,16,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
533200,Te Rerenga,7,4370,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,11,Thames-Coromandel District,3,Waikato 
501814,Punaruku-Kiripaka,7,4540,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
523102,Meadowland,7,4880,14,0.3,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
566101,Raumati Beach,7,5080,14,0.3,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
536202,Palm Springs,7,5080,14,0.3,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
523106,Millhouse,7,5510,13,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
507400,Mairangi Bay,7,5870,12,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
537900,Hairini,7,6250,11,0.2,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
518901,Lynfield North,7,6490,11,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
508520,Sunnynook,7,7220,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
562200,Kelvin Grove,7,7290,10,0.2,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
568800,Gracefield,6,80,750,14.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
553400,Kaponga,6,320,188,3.6,501,Rural Centre,Rural,35,South Taranaki District,7,Taranaki 
501300,Opua East,6,330,182,3.5,501,Rural Centre,Rural,1,Far North District,1,Northland 
550902,Paraite,6,420,143,2.7,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
541346,Tongariro,6,540,111,2.1,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
545832,Pakowhai,6,650,92,1.8,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
590507,Prestons,6,690,87,1.7,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
587847,Hendersons Basin,6,710,85,1.6,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
545304,Mahia,6,760,79,1.5,502,Rural (Incl.some Off Shore Islands),Rural,29,Wairoa District,6,Hawke's Bay 
554800,Waverley,6,810,74,1.4,501,Rural Centre,Rural,35,South Taranaki District,7,Taranaki 
553800,Manaia,6,1000,60,1.1,501,Rural Centre,Rural,35,South Taranaki District,7,Taranaki 
576600,Oriental Bay,6,1120,54,1.0,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
500205,Ahipara,6,1150,52,1.0,501,Rural Centre,Rural,1,Far North District,1,Northland 
502600,Kensington,6,1380,43,0.8,1,Whangarei,Main ,2,Whangarei District,1,Northland 
605200,Port Chalmers,6,1410,43,0.8,23,Dunedin,Main ,71,Dunedin City,14,Otago 
540600,Fenton,6,1480,41,0.8,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
512904,Parrs Park,6,1520,39,0.8,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
505021,Mangawhai,6,1670,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,3,Kaipara District,1,Northland 
501807,Ngunguru,6,1700,35,0.7,302,Ngunguru,Minor ,2,Whangarei District,1,Northland 
553500,Mangatoki-Moeroa,6,1750,34,0.7,502,Rural (Incl.some Off Shore Islands),Rural,35,South Taranaki District,7,Taranaki 
604120,Belleknowes,6,1810,33,0.6,23,Dunedin,Main ,71,Dunedin City,14,Otago 
545631,Meeanee,6,1820,33,0.6,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
500801,Hokianga North,6,1820,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
605910,Abbotsford,6,1840,33,0.6,23,Dunedin,Main ,71,Dunedin City,14,Otago 
556100,Tawhero,6,1920,31,0.6,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
545611,Bay View,6,1980,30,0.6,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
569202,Alicetown,6,2050,29,0.6,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
549100,Waipawa,6,2070,29,0.6,243,Waipawa,Minor ,32,Central Hawke's Bay District,6,Hawke's Bay 
591300,Heathcote Valley,6,2100,29,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
544002,Tiniroto,6,2100,29,0.5,502,Rural (Incl.some Off Shore Islands),Rural,28,Gisborne District,5,Gisborne 
551503,Marfell,6,2190,27,0.5,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
610500,Winton,6,2310,26,0.5,296,Winton,Minor ,73,Southland District,15,Southland 
536642,Upper Papamoa,6,2310,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
604020,Roslyn South,6,2350,26,0.5,23,Dunedin,Main ,71,Dunedin City,14,Otago 
611002,Hawthorndale,6,2360,25,0.5,24,Invercargill,Main ,75,Invercargill City,15,Southland 
523817,Hyperion,6,2410,25,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
599600,Watlington,6,2420,25,0.5,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
521201,Hingaia,6,2420,25,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
598500,Geraldine,6,2440,25,0.5,285,Geraldine,Minor ,64,Timaru District,13,Canterbury 
568401,Avalon West,6,2540,24,0.5,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
592401,St Albans West,6,2560,23,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
606300,Bush Road,6,2630,23,0.4,23,Dunedin,Main ,71,Dunedin City,14,Otago 
502700,Mairtown,6,2640,23,0.4,1,Whangarei,Main ,2,Whangarei District,1,Northland 
597741,Chertsey,6,2690,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural,63,Ashburton District,13,Canterbury 
585700,Hurunui,6,2800,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,58,Hurunui District,13,Canterbury 
610240,West Gore,6,2810,21,0.4,301,Gore,Minor ,74,Gore District,15,Southland 
560200,Ashhurst,6,3030,20,0.4,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
548821,Iona,6,3030,20,0.4,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
505806,Silverdale Central,6,3040,20,0.4,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
536615,Aongatete,6,3060,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
506660,Cape Rodney,6,3120,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
592500,Mairehau,6,3130,19,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
594900,Barrington South,6,3150,19,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
562600,Terrace End,6,3150,19,0.4,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
603910,Wakari,6,3290,18,0.3,23,Dunedin,Main ,71,Dunedin City,14,Otago 
561422,Oroua Downs-Waitohi,6,3400,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,39,Manawatu District,8,Manawatu-Wanganui 
508703,Fairview,6,3460,17,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
549800,Norsewood-Herbertville,6,3520,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,41,Tararua District,8,Manawatu-Wanganui 
596000,Mt Pleasant,6,3550,17,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
517703,Sandringham East,6,3640,16,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
552400,Frankleigh,6,3690,16,0.3,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
588401,Belfast South,6,3700,16,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
512906,Oratia,6,3730,16,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
574001,Newlands South,6,3880,15,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
515802,Epsom South,6,4030,15,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
527505,Leamington East,6,4100,15,0.3,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
540000,Springfield,6,4280,14,0.3,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
511902,Crum Park,6,4300,14,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
516102,Waitaramoa,6,4360,14,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
608302,Dunstan,6,4830,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,69,Central Otago District,14,Otago 
509701,Ocean View,6,4850,12,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
590501,Travis Wetland,6,5090,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
510020,Beachhaven South,6,5100,12,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
552500,Struan Park,6,5130,12,0.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
523101,Howick South,6,5430,11,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
547200,Taradale North,6,5600,11,0.2,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
509400,Mt Victoria,6,5800,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
508411,Glendhu,6,6030,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
528310,Bryant,6,6150,10,0.2,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
516301,Meadowbank North,6,7050,9,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
514500,New Windsor,6,7290,8,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
523115,Baverstock Oaks,6,7620,8,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
509100,Greenhithe,6,9100,7,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
548400,Woolwich,5,40,1250,23.9,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
560411,Oroua Bridge,5,240,208,4.0,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
540700,Whaka,5,240,208,4.0,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
545632,Awatoto,5,330,152,2.9,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
538722,Ngapuna,5,490,102,2.0,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
542300,Te Teko,5,540,93,1.8,501,Rural Centre,Rural,25,Whakatane District,4,Bay of Plenty 
535262,Wawa,5,780,64,1.2,502,Rural (Incl.some Off Shore Islands),Rural,19,South Waikato District,3,Waikato 
545722,Whakatu,5,870,57,1.1,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
568601,Waterloo West,5,930,54,1.0,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
550200,Papatawa,5,1060,47,0.9,502,Rural (Incl.some Off Shore Islands),Rural,41,Tararua District,8,Manawatu-Wanganui 
565601,Pauatahanui,5,1100,45,0.9,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
600100,Twizel Community,5,1210,41,0.8,287,Twizel Community,Minor ,65,Mackenzie District,13,Canterbury 
584912,South Beach-Camerons,5,1270,39,0.8,111,Greymouth,Secondary ,56,Grey District,12,West Coast 
523403,Wymondley,5,1390,36,0.7,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
539700,Utuhina,5,1470,34,0.7,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
538301,Kaitemako,5,1520,33,0.6,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
505604,Kumeu East,5,1570,32,0.6,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
504300,Hikurangi,5,1580,32,0.6,1,Whangarei,Main ,2,Whangarei District,1,Northland 
513622,Birdwood East,5,1620,31,0.6,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
577900,Mangatainoka,5,1630,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural,41,Tararua District,8,Manawatu-Wanganui 
531720,Marokopa,5,1650,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural,20,Waitomo District,3,Waikato 
521135,Mangatawhiri,5,1650,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
536614,Tahawai,5,1800,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
523107,Burswood,5,1860,27,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
592812,Dallington,5,1930,26,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
586404,Mansfield,5,1970,25,0.5,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
561902,Turitea,5,1980,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural,40,Palmerston North City,8,Manawatu-Wanganui 
612400,Te Anau,5,2000,25,0.5,298,Te Anau,Minor ,73,Southland District,15,Southland 
527133,Hautapu,5,2020,25,0.5,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
561901,Kauwhata,5,2040,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural,39,Manawatu District,8,Manawatu-Wanganui 
500204,Herekino,5,2180,23,0.4,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
528402,Pukete West,5,2190,23,0.4,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
586409,Kaiapoi North East,5,2230,22,0.4,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
535250,Arapuni,5,2310,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural,19,South Waikato District,3,Waikato 
579900,Greytown,5,2320,22,0.4,265,Greytown,Minor ,50,South Wairarapa District,9,Wellington 
513410,Whenuapai West,5,2350,21,0.4,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
502300,Whau Valley,5,2580,19,0.4,1,Whangarei,Main ,2,Whangarei District,1,Northland 
527913,Whatawhata,5,2640,19,0.4,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
553302,Kahui,5,2710,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural,35,South Taranaki District,7,Taranaki 
521151,Awhitu,5,2710,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
515301,Ponsonby West,5,2780,18,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
573903,Newlands North,5,2790,18,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
569500,Kelson,5,2820,18,0.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
597720,Mt Somers,5,2830,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,63,Ashburton District,13,Canterbury 
559230,Lake Alice,5,2830,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,38,Rangitikei District,8,Manawatu-Wanganui 
506300,Dairy Flat-Redvale,5,2900,17,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
